TF_count,combination,R,R_squared,RMSE,N,file
4,ATF1_ATF4_ATF7_CREB1,0.7452980291843206,0.5554691523060324,0.3163012896337223,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_01_ATF1_ATF4_ATF7_CREB1_rate_invert.txt
4,ATF1_ATF4_ATF7_CREB3,0.6585289696090015,0.43366040381429327,0.34880170763096285,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_02_ATF1_ATF4_ATF7_CREB3_rate_invert.txt
4,ATF1_ATF4_ATF7_CREB5,0.6868657675602472,0.47178458264612755,0.34048097501599517,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_03_ATF1_ATF4_ATF7_CREB5_rate_invert.txt
4,ATF1_ATF4_ATF7_CREM,0.7304205201850789,0.5335141363074412,0.30886048032305025,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_04_ATF1_ATF4_ATF7_CREM_rate_invert.txt
4,ATF1_ATF4_CREB1_CREB3,0.8122920738660793,0.6598184132656559,0.2697939553856556,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_05_ATF1_ATF4_CREB1_CREB3_rate_invert.txt
4,ATF1_ATF4_CREB1_CREB5,0.7310930230628883,0.5344970083712328,0.31826130144079445,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_06_ATF1_ATF4_CREB1_CREB5_rate_invert.txt
4,ATF1_ATF4_CREB1_CREM,0.8291909153416591,0.6875575740851385,0.2594290308517353,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_07_ATF1_ATF4_CREB1_CREM_rate_invert.txt
4,ATF1_ATF4_CREB3_CREB5,0.674298483789002,0.45467844524014706,0.34589454094923755,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_08_ATF1_ATF4_CREB3_CREB5_rate_invert.txt
4,ATF1_ATF4_CREB3_CREM,0.7882244830799109,0.6212978357265927,0.27793805795506343,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_09_ATF1_ATF4_CREB3_CREM_rate_invert.txt
4,ATF1_ATF4_CREB5_CREM,0.7560477579126051,0.5716082122446772,0.2969646554894945,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-off\4TF\CRE_4TF_selfoff_singlehit_fullanneal_comb_10_ATF1_ATF4_CREB5_CREM_rate_invert.txt
