TF_count,fit_level,combination,R,R_squared,RMSE,N,file
4,medium,CREB3-ATF1-ATF4-ATF7,0.6880677708491088,0.4734372572812616,0.3417956214172871,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-ATF1-ATF4-ATF7_medium_seed840030_rate_invert.txt
4,medium,CREB3-CREB5-ATF1-ATF4,0.688608350264338,0.47418146005377315,0.3442064913304984,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREB5-ATF1-ATF4_medium_seed840024_rate_invert.txt
4,medium,CREB3-CREB5-ATF1-ATF7,0.7613423161030203,0.5796421222891113,0.3060054668114404,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREB5-ATF1-ATF7_medium_seed840025_rate_invert.txt
4,medium,CREB3-CREB5-ATF4-ATF7,0.7952097769733223,0.632358589393961,0.2667047503757348,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREB5-ATF4-ATF7_medium_seed840026_rate_invert.txt
4,medium,CREB3-CREB5-CREM-ATF1,0.8006232534166604,0.640997593911478,0.27051840187054793,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREB5-CREM-ATF1_medium_seed840021_rate_invert.txt
4,medium,CREB3-CREB5-CREM-ATF4,0.7863949406914881,0.6184170027451691,0.2718242004154707,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREB5-CREM-ATF4_medium_seed840022_rate_invert.txt
4,medium,CREB3-CREB5-CREM-ATF7,0.8102603569273329,0.6565218460080089,0.26498900369568146,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREB5-CREM-ATF7_medium_seed840023_rate_invert.txt
4,medium,CREB3-CREM-ATF1-ATF4,0.8016346244499922,0.64261807111708,0.2611691081912165,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREM-ATF1-ATF4_medium_seed840027_rate_invert.txt
4,medium,CREB3-CREM-ATF1-ATF7,0.7953174576672698,0.6325298584703295,0.27500280506364017,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREM-ATF1-ATF7_medium_seed840028_rate_invert.txt
4,medium,CREB3-CREM-ATF4-ATF7,0.7953988260870619,0.6326592925406762,0.2763485650702184,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB3-CREM-ATF4-ATF7_medium_seed840029_rate_invert.txt
4,medium,CREB5-ATF1-ATF4-ATF7,0.8030881930100681,0.6449506457521763,0.26886849031121557,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB5-ATF1-ATF4-ATF7_medium_seed840034_rate_invert.txt
4,medium,CREB5-CREM-ATF1-ATF4,0.7802912749234585,0.6088544737216763,0.27394978898419814,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB5-CREM-ATF1-ATF4_medium_seed840031_rate_invert.txt
4,medium,CREB5-CREM-ATF1-ATF7,0.7904307329265259,0.6247807435547649,0.27147749544308153,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB5-CREM-ATF1-ATF7_medium_seed840032_rate_invert.txt
4,medium,CREB5-CREM-ATF4-ATF7,0.7961101843824896,0.6337914256775216,0.26153954226862436,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREB5-CREM-ATF4-ATF7_medium_seed840033_rate_invert.txt
4,medium,CREM-ATF1-ATF4-ATF7,0.7859784175928011,0.6177620729216836,0.2856689556322649,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\4TF_medium\friend_4TF_CREM-ATF1-ATF4-ATF7_medium_seed840035_rate_invert.txt
5,medium,CREB1-CREB3-ATF1-ATF4-ATF7,0.8549910992645339,0.731009779821576,0.2360356413441527,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-ATF1-ATF4-ATF7_medium_seed850010_rate_invert.txt
5,medium,CREB1-CREB3-CREB5-ATF1-ATF4,0.8300169817004537,0.6889281899111313,0.26436750422831506,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREB5-ATF1-ATF4_medium_seed850004_rate_invert.txt
5,medium,CREB1-CREB3-CREB5-ATF1-ATF7,0.8504671751955053,0.7232944160850223,0.23284427794724918,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREB5-ATF1-ATF7_medium_seed850005_rate_invert.txt
5,medium,CREB1-CREB3-CREB5-ATF4-ATF7,0.8680141944773114,0.7534486418140959,0.21426276684906845,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREB5-ATF4-ATF7_medium_seed850006_rate_invert.txt
5,medium,CREB1-CREB3-CREB5-CREM-ATF1,0.8570313024437273,0.7345026533683915,0.23548692632601523,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREB5-CREM-ATF1_medium_seed850001_rate_invert.txt
5,medium,CREB1-CREB3-CREB5-CREM-ATF4,0.8611800256718286,0.7416310366161314,0.22237819883442658,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREB5-CREM-ATF4_medium_seed850002_rate_invert.txt
5,medium,CREB1-CREB3-CREB5-CREM-ATF7,0.8633921213963769,0.745445955289336,0.22713183244427496,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREB5-CREM-ATF7_medium_seed850003_rate_invert.txt
5,medium,CREB1-CREB3-CREM-ATF1-ATF4,0.8525380833702721,0.7268211835966571,0.23689713189462328,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREM-ATF1-ATF4_medium_seed850007_rate_invert.txt
5,medium,CREB1-CREB3-CREM-ATF1-ATF7,0.8589068121951361,0.7377209120352107,0.23465908943018388,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREM-ATF1-ATF7_medium_seed850008_rate_invert.txt
5,medium,CREB1-CREB3-CREM-ATF4-ATF7,0.8669245493372228,0.751558174243547,0.2203789301668824,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB3-CREM-ATF4-ATF7_medium_seed850009_rate_invert.txt
5,medium,CREB1-CREB5-ATF1-ATF4-ATF7,0.8635517633672861,0.7457216480147493,0.22471777390974682,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB5-ATF1-ATF4-ATF7_medium_seed850014_rate_invert.txt
5,medium,CREB1-CREB5-CREM-ATF1-ATF4,0.8618929694058391,0.7428594907112148,0.23987131192295247,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB5-CREM-ATF1-ATF4_medium_seed850011_rate_invert.txt
5,medium,CREB1-CREB5-CREM-ATF1-ATF7,0.8563242768178462,0.7332912670676073,0.2339517444265888,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB5-CREM-ATF1-ATF7_medium_seed850012_rate_invert.txt
5,medium,CREB1-CREB5-CREM-ATF4-ATF7,0.8678033986769385,0.7530827387552453,0.21810874414113657,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREB5-CREM-ATF4-ATF7_medium_seed850013_rate_invert.txt
5,medium,CREB1-CREM-ATF1-ATF4-ATF7,0.8482018362124324,0.719446354954142,0.24368648603295617,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB1-CREM-ATF1-ATF4-ATF7_medium_seed850015_rate_invert.txt
5,medium,CREB3-CREB5-ATF1-ATF4-ATF7,0.7876200691987648,0.6203453734046671,0.2716197554163525,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB3-CREB5-ATF1-ATF4-ATF7_medium_seed850019_rate_invert.txt
5,medium,CREB3-CREB5-CREM-ATF1-ATF4,0.8276964180257793,0.6850813604127056,0.2558788685550125,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB3-CREB5-CREM-ATF1-ATF4_medium_seed850016_rate_invert.txt
5,medium,CREB3-CREB5-CREM-ATF1-ATF7,0.8012760972844819,0.6420433840794505,0.26906321992717924,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB3-CREB5-CREM-ATF1-ATF7_medium_seed850017_rate_invert.txt
5,medium,CREB3-CREB5-CREM-ATF4-ATF7,0.821028774804053,0.6740882490562444,0.24960059557666153,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB3-CREB5-CREM-ATF4-ATF7_medium_seed850018_rate_invert.txt
5,medium,CREB3-CREM-ATF1-ATF4-ATF7,0.7954849400329316,0.6327962898191968,0.2721818696856193,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB3-CREM-ATF1-ATF4-ATF7_medium_seed850020_rate_invert.txt
5,medium,CREB5-CREM-ATF1-ATF4-ATF7,0.8486085600807894,0.7201364882423908,0.23366177380562883,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\5TF_medium\friend_5TF_CREB5-CREM-ATF1-ATF4-ATF7_medium_seed850021_rate_invert.txt
6,full,CREB1-CREB3-CREB5-ATF1-ATF4-ATF7_full,0.8649241837810436,0.7480938436893045,0.22375478670522944,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\6TF_full\friend_6TF_CREB1-CREB3-CREB5-ATF1-ATF4-ATF7_full_seed860004_rate_invert.txt
6,full,CREB1-CREB3-CREB5-CREM-ATF1-ATF4_full,0.8265424641981993,0.6831724451228316,0.25814420410279354,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\6TF_full\friend_6TF_CREB1-CREB3-CREB5-CREM-ATF1-ATF4_full_seed860001_rate_invert.txt
6,full,CREB1-CREB3-CREB5-CREM-ATF1-ATF7_full,0.8616790627846693,0.7424908072414661,0.23411567270826236,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\6TF_full\friend_6TF_CREB1-CREB3-CREB5-CREM-ATF1-ATF7_full_seed860002_rate_invert.txt
6,full,CREB1-CREB3-CREB5-CREM-ATF4-ATF7_full,0.8684656291389881,0.7542325489957783,0.2185696825990499,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\6TF_full\friend_6TF_CREB1-CREB3-CREB5-CREM-ATF4-ATF7_full_seed860003_rate_invert.txt
6,full,CREB1-CREB3-CREM-ATF1-ATF4-ATF7_full,0.878957370372605,0.7725660589323248,0.22162127601061646,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\6TF_full\friend_6TF_CREB1-CREB3-CREM-ATF1-ATF4-ATF7_full_seed860005_rate_invert.txt
6,full,CREB1-CREB5-CREM-ATF1-ATF4-ATF7_full,0.8313394070606314,0.6911252097319222,0.25427515415818464,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\6TF_full\friend_6TF_CREB1-CREB5-CREM-ATF1-ATF4-ATF7_full_seed860006_rate_invert.txt
6,full,CREB3-CREB5-CREM-ATF1-ATF4-ATF7_full,0.8056311482044856,0.6490415469572778,0.2764163555453713,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\6TF_full\friend_6TF_CREB3-CREB5-CREM-ATF1-ATF4-ATF7_full_seed860007_rate_invert.txt
7,full,CREB1-CREB3-CREB5-CREM-ATF1-ATF4-ATF7,0.8720954587723087,0.7605504892112835,0.21035434564832953,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\Fig3D_unfold_rates\7TF_full\CRE_7TF_full_seed870001_rate_invert.txt
