group,TF,repeat,annealing_status,R,R_squared,RMSE,N,file
non-family,TCF3,4,s=-nan,0.6409700211166319,0.4108425679702556,0.3446699580282477,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_12_CREB1_TCF3_scramble4_rate_invert.txt
non-family,TCF3,5,valid,0.6442115893673332,0.4150085718751856,0.34578898185163354,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_12_CREB1_TCF3_scramble5_rate_invert.txt
non-family,YY1,1,valid,0.6441091137784126,0.4148765504524121,0.34643390273035535,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_13_CREB1_YY1_scramble1_rate_invert.txt
non-family,YY1,2,valid,0.5910401916912914,0.34932850819447847,0.4298119753487242,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_13_CREB1_YY1_scramble2_rate_invert.txt
non-family,YY1,3,valid,0.6431597632159854,0.4136544810200425,0.3465555322757815,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_13_CREB1_YY1_scramble3_rate_invert.txt
non-family,YY1,4,valid,0.6421901251228921,0.4124081568053558,0.3441690182316933,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_13_CREB1_YY1_scramble4_rate_invert.txt
non-family,YY1,5,valid,0.6434972669549108,0.41408873257843976,0.347298516296054,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_13_CREB1_YY1_scramble5_rate_invert.txt
non-family,ZIC2,1,valid,0.642200379331126,0.41242132721304203,0.3441528102046371,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_14_CREB1_ZIC2_scramble1_rate_invert.txt
non-family,ZIC2,2,valid,0.6441198540066145,0.4148903863255024,0.3462300843143085,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_14_CREB1_ZIC2_scramble2_rate_invert.txt
non-family,ZIC2,3,valid,0.6435746381186047,0.41418831482949303,0.34699159526391565,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_14_CREB1_ZIC2_scramble3_rate_invert.txt
non-family,ZIC2,4,valid,0.643826320910905,0.4145123314976716,0.34671276215789626,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_14_CREB1_ZIC2_scramble4_rate_invert.txt
non-family,ZIC2,5,valid,0.6429271556516618,0.4133553274743362,0.3482459855016025,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_picture_paper_source_priority_TF\CRE_2TF_selfon2_singlehit_fullanneal_papersource_14_CREB1_ZIC2_scramble5_rate_invert.txt
family,ATF1,1,valid,0.6404667056911469,0.4101976010988702,0.34673323586787497,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_01_CREB1_ATF1_scramble1_rate_invert.txt
family,ATF1,2,valid,0.6492492964565569,0.42152464894933417,0.34993859912961406,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_01_CREB1_ATF1_scramble2_rate_invert.txt
family,ATF1,3,valid,0.6553979145893611,0.4295464264480835,0.3431195641262332,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_01_CREB1_ATF1_scramble3_rate_invert.txt
family,ATF1,4,valid,0.5910265587812646,0.34931239318482366,0.4308564991013489,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_01_CREB1_ATF1_scramble4_rate_invert.txt
family,ATF1,5,valid,0.669545369600832,0.44829100195391475,0.34148542195175136,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_01_CREB1_ATF1_scramble5_rate_invert.txt
family,ATF4,1,valid,0.8261419510666077,0.6825105233121412,0.25311293367249027,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_02_CREB1_ATF4_scramble1_rate_invert.txt
family,ATF4,2,valid,0.8212934075801349,0.6745228613345896,0.26826607842845906,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_02_CREB1_ATF4_scramble2_rate_invert.txt
family,ATF4,3,valid,0.821275146328683,0.6744928659771997,0.25520179908716295,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_02_CREB1_ATF4_scramble3_rate_invert.txt
family,ATF4,4,valid,0.827498934883755,0.6847544872337491,0.25614393076915215,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_02_CREB1_ATF4_scramble4_rate_invert.txt
family,ATF4,5,valid,0.8214371182172813,0.6747589391851118,0.2685716895308619,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_02_CREB1_ATF4_scramble5_rate_invert.txt
family,ATF7,1,valid,0.8262597958494723,0.6827052502372116,0.2582082639241729,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_03_CREB1_ATF7_scramble1_rate_invert.txt
family,ATF7,2,valid,0.8263771002595782,0.682899111833429,0.2630380274423304,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_03_CREB1_ATF7_scramble2_rate_invert.txt
family,ATF7,3,valid,0.7716180935893768,0.5953944823545043,0.2940171244841168,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_03_CREB1_ATF7_scramble3_rate_invert.txt
family,ATF7,4,valid,0.827506292927508,0.6847666648346267,0.2601573559261001,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_03_CREB1_ATF7_scramble4_rate_invert.txt
family,ATF7,5,valid,0.7682916608772145,0.5902720761734687,0.29274258862579305,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_03_CREB1_ATF7_scramble5_rate_invert.txt
family,CREB3,1,valid,0.7939749905873726,0.6303962856782185,0.27679635128652175,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_04_CREB1_CREB3_scramble1_rate_invert.txt
family,CREB3,2,valid,0.7903098125553063,0.6245895998212034,0.2831292276130374,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_04_CREB1_CREB3_scramble2_rate_invert.txt
family,CREB3,3,valid,0.7903480224676165,0.624649996618472,0.28246343082229713,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_04_CREB1_CREB3_scramble3_rate_invert.txt
family,CREB3,4,valid,0.7904521222261414,0.6248145575318107,0.28278121309386806,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_04_CREB1_CREB3_scramble4_rate_invert.txt
family,CREB3,5,valid,0.7904293896173511,0.6247786199708583,0.28299614704207054,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_04_CREB1_CREB3_scramble5_rate_invert.txt
family,CREB5,1,valid,0.8051930728816259,0.6483358846165553,0.2830836187363342,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_05_CREB1_CREB5_scramble1_rate_invert.txt
family,CREB5,2,valid,0.8048811974231028,0.6478337419652478,0.2829872065097848,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_05_CREB1_CREB5_scramble2_rate_invert.txt
family,CREB5,3,valid,0.8022799876353589,0.6436531785601917,0.27807342654854367,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_05_CREB1_CREB5_scramble3_rate_invert.txt
family,CREB5,4,valid,0.8047895789657619,0.6476862664118882,0.28263814326831194,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_05_CREB1_CREB5_scramble4_rate_invert.txt
family,CREB5,5,valid,0.7436127409653334,0.552959908525976,0.30200677965974376,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_05_CREB1_CREB5_scramble5_rate_invert.txt
family,CREM,1,valid,0.8240414451206083,0.6790443032764605,0.24869396557399875,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_06_CREB1_CREM_scramble1_rate_invert.txt
family,CREM,2,valid,0.8240145190609229,0.6789999276232042,0.24873341759104775,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_06_CREB1_CREM_scramble2_rate_invert.txt
family,CREM,3,valid,0.8239348645073767,0.6788686609507892,0.24876936656631757,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_06_CREB1_CREM_scramble3_rate_invert.txt
family,CREM,4,valid,0.8240498322697297,0.6790581260637697,0.248727178847303,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_06_CREB1_CREM_scramble4_rate_invert.txt
family,CREM,5,valid,0.8041686609424633,0.6466872352419946,0.27320148816659606,260,C:\Users\User\Documents\Codex\2026-06-03\https-github-com-kennethabarr-transcpp-https\work\transcpp-master\CRE_enalizing\singlehit\selfcompetition-on\2TF_Figure3A\2TF_CREB_familiy_TF\CRE_2TF_selfon2_singlehit_fullanneal_comb_06_CREB1_CREM_scramble5_rate_invert.txt
